permutation	orthogroup	pseudo_anchor_index	pseudo_alignment_position	species_total	species_with_feature	variance
457	orthogroup_1014	6	72	8	5	4108.7
457	orthogroup_1024	7	513	9	3	343.0
457	orthogroup_1038	1	252	9	3	65.33333333333333
457	orthogroup_1040	1	193	8	3	208.33333333333334
457	orthogroup_105	8	503	8	3	0.0
457	orthogroup_1154	1	168	9	3	120.33333333333333
457	orthogroup_1158	1	303	9	4	991.5833333333334
457	orthogroup_1158	5	559	9	3	0.0
457	orthogroup_1177	1	223	10	4	6174.895833333333
457	orthogroup_1181	1	410	10	3	30310.333333333332
457	orthogroup_119	1	109	8	5	266.175
457	orthogroup_1208	1	104	9	3	240.33333333333334
457	orthogroup_1267	10	257	9	3	268.0
457	orthogroup_1271	1	69	10	6	0.0
457	orthogroup_1335	9	402	9	3	133.33333333333334
457	orthogroup_1363	1	41	9	3	284.3333333333333
457	orthogroup_1379	2	263	10	3	20.083333333333332
457	orthogroup_14	1	128	8	4	1824.0
457	orthogroup_1400	1	168	8	3	456.3333333333333
457	orthogroup_1406	1	386	9	7	21117.72619047619
457	orthogroup_1408	5	45	9	3	1073.5833333333333
457	orthogroup_1435	1	234	8	5	10546.3
457	orthogroup_1445	6	69	9	3	10.333333333333334
457	orthogroup_145	6	87	8	3	363.0
457	orthogroup_1453	8	491	8	3	5432.333333333333
457	orthogroup_1557	11	229	8	5	683.675
457	orthogroup_1627	1	177	9	3	5461.333333333333
457	orthogroup_1636	6	512	10	3	58.583333333333336
457	orthogroup_1733	9	497	9	3	19.0
457	orthogroup_1742	2	291	9	5	2200.0
457	orthogroup_1784	1	73	8	3	2666.3333333333335
457	orthogroup_1808	2	560	8	3	15619.0
457	orthogroup_1811	1	135	8	6	920.375
457	orthogroup_1811	6	242	8	5	3232.25
457	orthogroup_1811	7	554	8	5	507.7
457	orthogroup_1831	7	220	8	4	3737.0625
457	orthogroup_1831	10	590	8	5	7323.2
457	orthogroup_195	3	9	8	4	0.0
457	orthogroup_2	1	80	9	5	1853.5
457	orthogroup_203	2	14	9	3	0.0
457	orthogroup_22	1	10	8	4	3.0625
457	orthogroup_23	4	106	8	3	0.0
457	orthogroup_329	1	233	9	5	6919.7
457	orthogroup_329	4	376	9	3	967.0
457	orthogroup_334	1	42	9	3	217.33333333333334
457	orthogroup_36	1	113	8	5	5.3
457	orthogroup_387	4	485	8	3	6030.083333333333
457	orthogroup_540	2	10	9	6	0.075
457	orthogroup_548	1	114	9	5	1656.3
457	orthogroup_548	5	138	9	3	247.0
457	orthogroup_548	6	253	8	3	146.08333333333334
457	orthogroup_554	4	52	9	3	33.333333333333336
457	orthogroup_554	7	251	9	4	119.5625
457	orthogroup_554	8	428	9	4	824.9166666666666
457	orthogroup_582	1	181	8	5	2552.0
457	orthogroup_582	7	348	8	3	225.33333333333334
457	orthogroup_582	12	695	8	3	0.3333333333333333
457	orthogroup_598	1	1	9	3	177.33333333333334
457	orthogroup_610	5	119	9	3	46.583333333333336
457	orthogroup_65	1	789	9	5	71985.75
457	orthogroup_7	9	240	9	3	12.0
457	orthogroup_755	1	242	9	5	1834.3
457	orthogroup_76	6	122	8	3	176.33333333333334
457	orthogroup_767	1	303	10	7	110.80952380952381
457	orthogroup_80	3	159	9	5	0.0
457	orthogroup_81	1	182	10	3	1365.3333333333333
457	orthogroup_870	1	146	9	5	1249.2
457	orthogroup_900	1	466	9	5	5283.55
457	orthogroup_946	1	318	8	4	10132.25
457	orthogroup_96	1	287	9	6	3392.1666666666665
457	orthogroup_968	1	246	8	4	3472.6666666666665
457	orthogroup_968	4	484	8	5	3753.55
457	orthogroup_995	2	7	9	3	0.0
458	orthogroup_1014	6	68	9	5	4108.7
458	orthogroup_1038	1	372	9	4	7360.25
458	orthogroup_1040	1	204	8	3	208.33333333333334
458	orthogroup_105	8	491	9	5	0.2
458	orthogroup_1124	4	250	9	3	7396.0
458	orthogroup_1154	1	168	9	3	120.33333333333333
458	orthogroup_1158	1	330	9	4	991.5833333333334
458	orthogroup_1158	5	547	9	3	0.0
458	orthogroup_1177	1	223	10	4	6174.895833333333
458	orthogroup_1181	1	135	10	3	1274.3333333333333
458	orthogroup_119	1	113	8	5	266.175
458	orthogroup_1208	1	41	9	3	252.0
458	orthogroup_1267	10	254	9	3	268.0
458	orthogroup_1271	1	70	10	6	0.0
458	orthogroup_1271	12	540	10	4	0.08333333333333333
458	orthogroup_1335	8	377	9	3	133.33333333333334
458	orthogroup_1363	1	41	9	3	284.3333333333333
458	orthogroup_1363	4	49	9	3	330.3333333333333
458	orthogroup_1379	5	266	10	3	20.083333333333332
458	orthogroup_1379	6	372	10	3	14.083333333333334
458	orthogroup_139	1	112	9	3	3165.75
458	orthogroup_14	1	129	8	4	1824.0
458	orthogroup_1400	1	164	8	3	456.3333333333333
458	orthogroup_1406	1	208	9	5	2558.675
458	orthogroup_1408	5	217	9	3	1946.3333333333333
458	orthogroup_1435	1	219	8	5	10546.3
458	orthogroup_1445	6	62	9	3	10.333333333333334
458	orthogroup_145	5	84	8	3	363.0
458	orthogroup_1453	10	782	8	3	11314.333333333334
458	orthogroup_1457	10	305	10	3	5826.083333333333
458	orthogroup_1557	11	230	8	5	683.675
458	orthogroup_1627	1	174	9	3	5461.333333333333
458	orthogroup_1636	4	395	10	3	297.3333333333333
458	orthogroup_1733	1	116	9	3	1937.3333333333333
458	orthogroup_1733	7	304	9	3	19.0
458	orthogroup_1742	1	248	9	5	2079.2
458	orthogroup_1811	1	130	8	5	536.2
458	orthogroup_1811	8	228	8	5	3232.25
458	orthogroup_1811	9	568	8	5	507.7
458	orthogroup_1811	11	711	8	3	1027.0
458	orthogroup_1831	3	132	8	3	1352.25
458	orthogroup_1831	4	500	8	3	1364.3333333333333
458	orthogroup_1831	10	677	8	4	1806.25
458	orthogroup_2	1	55	9	3	1106.5833333333333
458	orthogroup_2	3	291	9	4	2666.25
458	orthogroup_203	3	11	9	3	0.0
458	orthogroup_204	7	567	8	3	343.0
458	orthogroup_22	1	30	8	4	24.0625
458	orthogroup_23	6	119	8	4	4032.25
458	orthogroup_284	1	108	9	3	2028.0
458	orthogroup_329	1	265	9	5	6919.7
458	orthogroup_329	6	358	9	3	967.0
458	orthogroup_334	1	46	9	3	217.33333333333334
458	orthogroup_36	1	109	8	5	5.3
458	orthogroup_387	4	251	8	3	114.08333333333333
458	orthogroup_540	1	9	9	6	0.075
458	orthogroup_548	1	112	9	5	1656.3
458	orthogroup_548	5	148	9	3	247.0
458	orthogroup_548	6	253	8	3	146.08333333333334
458	orthogroup_554	5	39	9	3	545.0833333333334
458	orthogroup_554	8	252	9	6	2503.0416666666665
458	orthogroup_582	1	181	8	5	2552.0
458	orthogroup_582	9	342	8	3	208.33333333333334
458	orthogroup_582	12	679	8	3	0.3333333333333333
458	orthogroup_598	1	1	9	3	177.33333333333334
458	orthogroup_65	1	387	9	5	3733.7
458	orthogroup_7	6	261	9	3	12.0
458	orthogroup_755	1	248	9	5	1834.3
458	orthogroup_76	6	117	8	3	176.33333333333334
458	orthogroup_767	1	306	10	7	110.80952380952381
458	orthogroup_790	3	388	9	3	147.0
458	orthogroup_80	4	156	9	5	0.0
458	orthogroup_81	1	182	10	3	1365.3333333333333
458	orthogroup_870	1	1	9	4	225.0
458	orthogroup_900	1	96	9	4	5123.729166666667
458	orthogroup_946	1	353	8	4	10132.25
458	orthogroup_96	1	287	9	6	3392.1666666666665
458	orthogroup_968	1	153	8	4	3473.5833333333335
458	orthogroup_968	4	251	8	5	3753.55
458	orthogroup_995	3	8	9	3	0.0
459	orthogroup_1014	6	73	9	5	4108.7
459	orthogroup_1038	1	213	9	3	65.33333333333333
459	orthogroup_1040	1	145	8	3	208.33333333333334
459	orthogroup_105	8	441	9	5	0.2
459	orthogroup_1124	4	180	9	3	7396.0
459	orthogroup_1154	1	166	9	3	120.33333333333333
459	orthogroup_1158	1	332	9	4	991.5833333333334
459	orthogroup_1158	5	483	9	3	0.0
459	orthogroup_1177	1	226	10	4	6174.895833333333
459	orthogroup_1181	1	7	10	3	1274.3333333333333
459	orthogroup_119	1	138	8	5	266.175
459	orthogroup_1208	1	60	9	3	252.0
459	orthogroup_1267	10	255	9	3	268.0
459	orthogroup_1271	1	69	10	6	0.0
459	orthogroup_1271	13	540	10	4	0.08333333333333333
459	orthogroup_1335	8	442	9	3	133.33333333333334
459	orthogroup_1363	1	45	9	3	284.3333333333333
459	orthogroup_1379	4	368	10	3	3991.75
459	orthogroup_14	1	130	8	4	1824.0
459	orthogroup_1400	1	169	8	3	456.3333333333333
459	orthogroup_1406	1	399	9	7	21117.72619047619
459	orthogroup_1408	5	51	9	3	1073.5833333333333
459	orthogroup_1435	1	237	8	5	10546.3
459	orthogroup_1445	6	74	9	3	10.333333333333334
459	orthogroup_145	6	81	8	3	363.0
459	orthogroup_1453	6	413	8	3	5432.333333333333
459	orthogroup_1557	10	228	8	5	683.675
459	orthogroup_1627	1	174	9	3	5461.333333333333
459	orthogroup_1627	5	180	9	4	3960.3333333333335
459	orthogroup_1636	5	384	10	3	297.3333333333333
459	orthogroup_1636	6	572	10	3	2100.25
459	orthogroup_1733	1	157	9	3	1937.3333333333333
459	orthogroup_1733	4	565	9	3	19.0
459	orthogroup_1742	3	211	9	3	617.3333333333334
459	orthogroup_1742	4	296	9	4	6777.0
459	orthogroup_1811	1	152	8	6	1493.3
459	orthogroup_1811	3	227	8	5	3232.25
459	orthogroup_1811	4	547	8	5	507.7
459	orthogroup_1811	10	714	8	3	114.33333333333333
459	orthogroup_1831	6	230	8	4	3737.0625
459	orthogroup_1831	10	668	8	4	1806.25
459	orthogroup_2	3	23	9	6	11583.1
459	orthogroup_203	5	16	9	3	0.0
459	orthogroup_22	1	9	8	4	3.0625
459	orthogroup_23	4	113	8	3	0.0
459	orthogroup_329	1	201	9	4	3924.6666666666665
459	orthogroup_329	5	387	9	3	967.0
459	orthogroup_334	1	46	9	3	217.33333333333334
459	orthogroup_36	2	8	8	5	5.3
459	orthogroup_387	4	252	8	3	114.08333333333333
459	orthogroup_540	2	6	9	6	0.075
459	orthogroup_548	1	122	9	5	3174.3
459	orthogroup_548	4	147	9	3	247.0
459	orthogroup_554	7	102	9	3	33.333333333333336
459	orthogroup_554	8	234	9	6	2503.0416666666665
459	orthogroup_582	1	189	8	5	2552.0
459	orthogroup_582	6	349	8	3	225.33333333333334
459	orthogroup_582	12	709	8	3	0.3333333333333333
459	orthogroup_598	1	144	9	4	3144.9166666666665
459	orthogroup_65	1	865	8	5	72184.55
459	orthogroup_7	6	277	9	3	12.0
459	orthogroup_755	1	255	9	5	1834.3
459	orthogroup_76	6	124	8	3	176.33333333333334
459	orthogroup_767	1	319	10	7	110.80952380952381
459	orthogroup_790	2	403	9	3	147.0
459	orthogroup_80	4	156	9	5	0.0
459	orthogroup_81	1	182	10	3	1365.3333333333333
459	orthogroup_870	1	137	9	5	1249.2
459	orthogroup_900	1	465	9	5	5283.55
459	orthogroup_946	1	324	8	4	10132.25
459	orthogroup_96	1	287	9	6	3392.1666666666665
459	orthogroup_968	1	144	8	4	3473.5833333333335
459	orthogroup_968	4	471	8	5	3753.55
459	orthogroup_995	1	3	9	3	0.0
460	orthogroup_1014	6	74	9	5	4108.7
460	orthogroup_1038	1	239	9	3	65.33333333333333
460	orthogroup_1040	1	140	8	3	208.33333333333334
460	orthogroup_105	8	495	9	6	1198.6666666666667
460	orthogroup_1124	4	178	9	3	7396.0
460	orthogroup_1154	1	167	9	3	120.33333333333333
460	orthogroup_1158	1	224	9	4	991.5833333333334
460	orthogroup_1158	5	526	9	3	0.0
460	orthogroup_1177	1	225	10	4	6174.895833333333
460	orthogroup_1181	1	251	10	3	1274.3333333333333
460	orthogroup_119	1	105	8	5	266.175
460	orthogroup_1208	1	194	9	3	240.33333333333334
460	orthogroup_1267	10	253	9	3	268.0
460	orthogroup_1271	1	69	10	6	0.0
460	orthogroup_1271	14	528	10	4	0.08333333333333333
460	orthogroup_1335	6	460	9	3	133.33333333333334
460	orthogroup_1363	1	42	9	3	284.3333333333333
460	orthogroup_1379	3	151	10	3	20.083333333333332
460	orthogroup_14	1	179	8	4	1824.0
460	orthogroup_1400	1	164	8	3	456.3333333333333
460	orthogroup_1406	1	221	9	5	2558.675
460	orthogroup_1408	4	38	9	3	1073.5833333333333
460	orthogroup_141	6	129	10	3	4370.333333333333
460	orthogroup_1435	1	221	8	5	10546.3
460	orthogroup_1445	6	54	9	3	10.333333333333334
460	orthogroup_145	6	87	8	3	363.0
460	orthogroup_1453	10	455	8	3	5432.333333333333
460	orthogroup_1457	10	306	10	3	5826.083333333333
460	orthogroup_1557	10	230	8	5	683.675
460	orthogroup_1627	1	175	9	3	5461.333333333333
460	orthogroup_1636	1	348	10	3	9354.333333333334
460	orthogroup_1636	6	521	10	3	58.583333333333336
460	orthogroup_1733	7	503	9	3	19.0
460	orthogroup_1742	2	147	9	3	576.3333333333334
460	orthogroup_1742	3	273	9	3	1024.0
460	orthogroup_1808	1	150	8	3	31457.333333333332
460	orthogroup_1811	1	188	8	6	1493.3
460	orthogroup_1811	5	243	8	5	3232.25
460	orthogroup_1811	6	565	8	5	507.7
460	orthogroup_1831	7	159	8	3	1352.25
460	orthogroup_1831	8	527	8	3	1364.3333333333333
460	orthogroup_1831	10	584	8	5	7323.2
460	orthogroup_2	1	72	9	5	1853.5
460	orthogroup_203	2	12	9	3	0.0
460	orthogroup_204	8	535	8	3	343.0
460	orthogroup_22	2	9	8	3	2.25
460	orthogroup_23	5	123	8	3	0.0
460	orthogroup_329	1	9	9	3	0.0
460	orthogroup_329	2	195	9	3	366.3333333333333
460	orthogroup_329	8	377	9	3	967.0
460	orthogroup_334	1	44	9	3	217.33333333333334
460	orthogroup_36	1	1	8	5	5.3
460	orthogroup_387	3	470	8	3	6030.083333333333
460	orthogroup_540	1	3	9	6	0.075
460	orthogroup_548	1	116	9	5	1656.3
460	orthogroup_548	6	139	9	5	1170.2
460	orthogroup_554	4	56	9	3	571.75
460	orthogroup_554	8	235	9	6	2503.0416666666665
460	orthogroup_582	1	205	8	5	2552.0
460	orthogroup_582	3	336	8	3	208.33333333333334
460	orthogroup_582	12	704	8	3	0.3333333333333333
460	orthogroup_598	1	144	9	4	3144.9166666666665
460	orthogroup_65	1	210	9	5	1031.7
460	orthogroup_7	5	325	9	3	12.0
460	orthogroup_755	1	241	9	5	1834.3
460	orthogroup_76	6	128	8	3	176.33333333333334
460	orthogroup_767	1	322	10	7	110.80952380952381
460	orthogroup_80	4	162	8	5	0.0
460	orthogroup_81	1	181	10	3	1365.3333333333333
460	orthogroup_870	1	137	9	5	1249.2
460	orthogroup_900	1	477	9	5	5283.55
460	orthogroup_946	1	323	8	4	10132.25
460	orthogroup_96	1	287	9	6	3392.1666666666665
460	orthogroup_968	1	28	8	3	645.3333333333334
460	orthogroup_968	4	220	8	5	3909.5
460	orthogroup_995	2	6	9	3	0.0
461	orthogroup_1014	6	73	9	5	4108.7
461	orthogroup_1038	1	294	9	3	75.0
461	orthogroup_1040	1	131	8	3	208.33333333333334
461	orthogroup_105	8	234	9	7	3515.5714285714284
461	orthogroup_1124	4	224	9	3	7396.0
461	orthogroup_1158	1	360	9	4	991.5833333333334
461	orthogroup_1158	5	589	9	3	0.0
461	orthogroup_1177	1	221	10	4	6174.895833333333
461	orthogroup_1181	1	378	10	3	1274.3333333333333
461	orthogroup_119	1	102	8	5	266.175
461	orthogroup_1208	1	132	9	3	240.33333333333334
461	orthogroup_1267	10	251	9	3	268.0
461	orthogroup_1271	1	75	10	6	0.0
461	orthogroup_1335	8	418	9	3	133.33333333333334
461	orthogroup_1363	1	43	9	3	284.3333333333333
461	orthogroup_1379	5	262	10	3	20.083333333333332
461	orthogroup_14	1	128	8	4	1824.0
461	orthogroup_1400	1	164	8	3	456.3333333333333
461	orthogroup_1406	1	88	9	5	2558.675
461	orthogroup_1406	2	442	9	4	1736.6666666666667
461	orthogroup_1408	4	37	9	3	1073.5833333333333
461	orthogroup_1435	1	216	8	5	10546.3
461	orthogroup_1445	6	57	9	3	10.333333333333334
461	orthogroup_145	4	86	8	3	363.0
461	orthogroup_1453	9	470	8	3	5432.333333333333
461	orthogroup_1557	10	229	8	5	683.675
461	orthogroup_1627	1	179	9	3	5461.333333333333
461	orthogroup_1636	4	418	10	3	301.0
461	orthogroup_1636	5	504	10	3	58.583333333333336
461	orthogroup_1733	6	574	9	3	19.0
461	orthogroup_1742	1	223	9	5	2079.2
461	orthogroup_1784	1	87	8	3	2666.3333333333335
461	orthogroup_1808	1	378	8	3	32952.333333333336
461	orthogroup_1811	1	156	8	6	1672.4416666666666
461	orthogroup_1811	5	233	8	5	3232.25
461	orthogroup_1811	6	579	8	5	507.7
461	orthogroup_1811	12	671	8	3	114.33333333333333
461	orthogroup_1831	5	228	8	4	3737.0625
461	orthogroup_1831	10	661	8	4	1806.25
461	orthogroup_2	1	64	9	5	1853.5
461	orthogroup_203	4	17	10	3	0.0
461	orthogroup_204	8	564	8	3	343.0
461	orthogroup_23	6	102	8	4	4032.25
461	orthogroup_284	1	108	9	3	2028.0
461	orthogroup_329	1	197	9	4	3924.6666666666665
461	orthogroup_329	4	378	9	3	967.0
461	orthogroup_334	1	46	9	3	217.33333333333334
461	orthogroup_36	1	127	8	5	5.3
461	orthogroup_387	5	251	8	3	114.08333333333333
461	orthogroup_540	1	8	9	6	0.075
461	orthogroup_548	1	118	9	5	1656.3
461	orthogroup_548	5	146	9	3	247.0
461	orthogroup_548	6	253	8	3	146.08333333333334
461	orthogroup_554	7	46	9	3	571.75
461	orthogroup_554	8	243	9	6	2503.0416666666665
461	orthogroup_582	1	200	8	5	2552.0
461	orthogroup_582	5	344	8	3	208.33333333333334
461	orthogroup_582	12	689	8	3	0.3333333333333333
461	orthogroup_598	1	144	9	4	3144.9166666666665
461	orthogroup_65	1	624	8	5	13096.05
461	orthogroup_7	5	296	9	3	12.0
461	orthogroup_755	1	237	9	5	1834.3
461	orthogroup_76	6	97	8	3	176.33333333333334
461	orthogroup_767	1	331	10	7	110.80952380952381
461	orthogroup_80	3	161	9	5	0.0
461	orthogroup_81	1	181	10	3	1365.3333333333333
461	orthogroup_824	1	468	10	3	4846.333333333333
461	orthogroup_870	1	145	9	5	1249.2
461	orthogroup_900	1	91	9	4	5123.729166666667
461	orthogroup_946	1	329	8	4	10132.25
461	orthogroup_96	1	287	9	6	3392.1666666666665
461	orthogroup_968	4	321	8	5	3753.55
461	orthogroup_995	4	8	9	3	0.0
462	orthogroup_1014	6	60	9	5	4161.05
462	orthogroup_1038	1	279	9	3	75.0
462	orthogroup_1040	1	133	8	3	208.33333333333334
462	orthogroup_105	8	214	9	7	3550.6190476190477
462	orthogroup_1124	4	231	9	3	7396.0
462	orthogroup_1154	1	165	9	3	120.33333333333333
462	orthogroup_1158	1	257	9	4	991.5833333333334
462	orthogroup_1158	5	559	9	3	0.0
462	orthogroup_1177	1	246	10	4	6116.5625
462	orthogroup_1181	1	220	10	3	1274.3333333333333
462	orthogroup_119	1	125	8	5	266.175
462	orthogroup_1208	1	87	9	3	240.33333333333334
462	orthogroup_1267	9	259	9	3	268.0
462	orthogroup_1271	1	70	10	6	0.0
462	orthogroup_1271	13	540	10	4	0.08333333333333333
462	orthogroup_1363	1	47	9	3	284.3333333333333
462	orthogroup_1379	4	263	10	3	20.083333333333332
462	orthogroup_14	1	130	8	4	1824.0
462	orthogroup_1400	1	169	8	3	456.3333333333333
462	orthogroup_1406	1	98	9	5	2030.175
462	orthogroup_1406	4	468	9	3	1157.3333333333333
462	orthogroup_1408	7	51	9	3	1073.5833333333333
462	orthogroup_1408	8	241	9	4	11268.916666666666
462	orthogroup_141	6	127	9	3	4370.333333333333
462	orthogroup_1435	1	214	8	5	10546.3
462	orthogroup_1445	6	69	9	3	10.333333333333334
462	orthogroup_145	5	87	8	3	363.0
462	orthogroup_1453	10	552	8	3	5432.333333333333
462	orthogroup_1557	11	230	8	5	683.675
462	orthogroup_1627	1	176	9	3	5461.333333333333
462	orthogroup_1627	4	181	9	4	3960.3333333333335
462	orthogroup_1733	1	107	9	3	1937.3333333333333
462	orthogroup_1733	5	512	9	3	19.0
462	orthogroup_1742	1	162	9	4	1262.25
462	orthogroup_1779	7	538	8	3	10409.333333333334
462	orthogroup_1811	1	137	8	6	920.375
462	orthogroup_1811	7	244	8	5	3232.25
462	orthogroup_1811	8	548	8	5	507.7
462	orthogroup_1811	11	664	8	3	1027.0
462	orthogroup_1831	6	195	8	3	1352.25
462	orthogroup_1831	7	513	8	3	1364.3333333333333
462	orthogroup_1831	10	634	8	4	1806.25
462	orthogroup_2	2	71	9	3	341.3333333333333
462	orthogroup_2	3	261	9	4	2666.25
462	orthogroup_203	3	17	10	3	0.0
462	orthogroup_22	1	5	8	3	3.0833333333333335
462	orthogroup_23	6	122	8	4	4032.25
462	orthogroup_284	1	109	9	3	2028.0
462	orthogroup_329	1	183	9	4	3924.6666666666665
462	orthogroup_329	6	379	9	3	967.0
462	orthogroup_334	1	221	9	3	6682.75
462	orthogroup_36	1	1	8	5	5.3
462	orthogroup_387	4	251	8	3	114.08333333333333
462	orthogroup_540	1	16	9	6	0.075
462	orthogroup_548	1	111	9	5	1656.3
462	orthogroup_548	5	135	9	3	247.0
462	orthogroup_548	6	251	8	3	146.08333333333334
462	orthogroup_554	4	54	9	3	33.333333333333336
462	orthogroup_554	7	253	9	4	119.5625
462	orthogroup_554	8	427	9	4	824.9166666666666
462	orthogroup_582	1	187	8	5	2552.0
462	orthogroup_582	6	324	8	3	208.33333333333334
462	orthogroup_582	12	704	8	3	0.3333333333333333
462	orthogroup_598	1	144	9	4	3144.9166666666665
462	orthogroup_65	1	333	9	5	3465.05
462	orthogroup_7	7	311	9	3	12.0
462	orthogroup_755	1	263	9	5	1834.3
462	orthogroup_76	6	242	8	3	176.33333333333334
462	orthogroup_767	1	302	10	7	110.80952380952381
462	orthogroup_790	2	379	9	3	147.0
462	orthogroup_80	4	155	9	5	0.0
462	orthogroup_81	1	182	10	3	1365.3333333333333
462	orthogroup_824	1	468	10	3	4846.333333333333
462	orthogroup_870	1	137	9	5	1249.2
462	orthogroup_900	1	482	9	5	5283.55
462	orthogroup_946	1	323	8	4	10132.25
462	orthogroup_96	1	287	9	6	3392.1666666666665
462	orthogroup_968	1	79	8	3	645.3333333333334
462	orthogroup_968	4	474	8	5	3753.55
462	orthogroup_995	3	10	9	3	0.0
463	orthogroup_1014	6	72	8	5	4108.7
463	orthogroup_1038	1	240	9	3	65.33333333333333
463	orthogroup_1040	1	130	8	3	208.33333333333334
463	orthogroup_105	7	492	9	5	0.2
463	orthogroup_1124	4	241	9	3	7396.0
463	orthogroup_1158	1	291	9	4	991.5833333333334
463	orthogroup_1158	5	568	9	3	0.0
463	orthogroup_1177	1	268	10	4	6058.729166666667
463	orthogroup_1181	1	353	10	3	1274.3333333333333
463	orthogroup_119	1	102	8	5	266.175
463	orthogroup_1208	1	91	9	3	240.33333333333334
463	orthogroup_1267	9	257	9	3	268.0
463	orthogroup_1271	1	69	10	6	0.0
463	orthogroup_1328	1	8	10	3	2300.3333333333335
463	orthogroup_1335	8	386	9	3	133.33333333333334
463	orthogroup_1335	10	749	9	3	25947.0
463	orthogroup_1363	1	41	9	3	284.3333333333333
463	orthogroup_1379	5	375	10	3	14.083333333333334
463	orthogroup_14	1	129	8	4	1824.0
463	orthogroup_1400	1	171	8	3	456.3333333333333
463	orthogroup_1406	1	111	9	5	2558.675
463	orthogroup_1406	3	362	9	3	661.0
463	orthogroup_1408	4	51	9	3	1073.5833333333333
463	orthogroup_1435	1	224	8	5	10546.3
463	orthogroup_1445	6	57	9	3	10.333333333333334
463	orthogroup_145	5	23	8	3	363.0
463	orthogroup_1453	8	348	8	4	16315.333333333334
463	orthogroup_1457	10	308	10	3	5826.083333333333
463	orthogroup_1557	10	228	8	5	683.675
463	orthogroup_1627	1	174	9	3	5461.333333333333
463	orthogroup_1627	3	177	9	4	3960.3333333333335
463	orthogroup_1636	4	469	10	3	822.3333333333334
463	orthogroup_1636	5	516	10	3	58.583333333333336
463	orthogroup_1733	1	116	9	3	1937.3333333333333
463	orthogroup_1733	5	616	9	3	19.0
463	orthogroup_1742	2	209	9	3	617.3333333333334
463	orthogroup_1784	1	123	8	3	2666.3333333333335
463	orthogroup_1811	1	143	8	6	1672.4416666666666
463	orthogroup_1811	4	248	8	5	3232.25
463	orthogroup_1811	5	545	8	5	507.7
463	orthogroup_1811	12	723	8	3	114.33333333333333
463	orthogroup_1831	3	187	8	3	1352.25
463	orthogroup_1831	4	496	8	3	1364.3333333333333
463	orthogroup_1831	10	665	8	4	1806.25
463	orthogroup_2	1	110	9	5	1853.5
463	orthogroup_2	2	331	9	3	2604.0
463	orthogroup_203	3	15	9	3	0.0
463	orthogroup_22	1	10	8	4	3.0625
463	orthogroup_23	5	112	8	3	0.0
463	orthogroup_329	1	187	9	4	3924.6666666666665
463	orthogroup_329	7	371	9	3	967.0
463	orthogroup_334	1	44	9	3	217.33333333333334
463	orthogroup_36	1	7	8	5	5.3
463	orthogroup_387	4	462	8	3	6030.083333333333
463	orthogroup_540	1	15	9	6	0.075
463	orthogroup_548	1	113	9	5	1656.3
463	orthogroup_548	5	147	9	3	247.0
463	orthogroup_548	6	254	8	3	146.08333333333334
463	orthogroup_554	5	51	9	3	33.333333333333336
463	orthogroup_554	8	238	9	6	2503.0416666666665
463	orthogroup_582	1	211	8	5	2552.0
463	orthogroup_582	8	351	8	3	225.33333333333334
463	orthogroup_582	12	710	8	3	0.3333333333333333
463	orthogroup_598	1	144	9	4	3144.9166666666665
463	orthogroup_65	1	7	9	5	1059.2
463	orthogroup_7	9	305	9	3	12.0
463	orthogroup_755	1	248	9	5	1834.3
463	orthogroup_76	6	238	8	3	176.33333333333334
463	orthogroup_767	1	310	10	7	110.80952380952381
463	orthogroup_790	4	358	9	3	147.0
463	orthogroup_80	4	155	9	5	0.0
463	orthogroup_81	1	182	10	3	1365.3333333333333
463	orthogroup_870	1	144	9	5	1249.2
463	orthogroup_900	1	467	9	5	5283.55
463	orthogroup_946	1	316	8	4	10132.25
463	orthogroup_96	1	287	9	6	3392.1666666666665
463	orthogroup_968	1	61	8	4	3473.5833333333335
463	orthogroup_968	4	562	8	4	0.8958333333333334
463	orthogroup_995	2	8	9	3	0.0
464	orthogroup_1014	6	73	9	5	4108.7
464	orthogroup_1024	7	432	9	3	343.0
464	orthogroup_1038	1	220	9	3	65.33333333333333
464	orthogroup_1040	1	146	8	3	208.33333333333334
464	orthogroup_105	8	439	9	5	0.2
464	orthogroup_1124	4	219	9	3	7396.0
464	orthogroup_1158	1	259	9	4	991.5833333333334
464	orthogroup_1158	5	354	9	3	0.3333333333333333
464	orthogroup_1177	1	227	10	4	6174.895833333333
464	orthogroup_1181	1	4	10	3	1274.3333333333333
464	orthogroup_119	1	103	8	5	266.175
464	orthogroup_1208	1	71	9	3	252.0
464	orthogroup_1267	10	257	9	3	268.0
464	orthogroup_1271	1	70	10	6	0.0
464	orthogroup_1271	12	540	10	4	0.08333333333333333
464	orthogroup_1335	7	400	9	3	133.33333333333334
464	orthogroup_1363	1	41	9	3	284.3333333333333
464	orthogroup_1379	5	264	10	3	20.083333333333332
464	orthogroup_14	1	127	8	4	1824.0
464	orthogroup_1400	1	167	8	3	456.3333333333333
464	orthogroup_1406	1	113	9	5	2558.675
464	orthogroup_1406	5	371	9	3	1132.3333333333333
464	orthogroup_1408	6	48	9	3	1073.5833333333333
464	orthogroup_1435	1	229	8	5	10546.3
464	orthogroup_1445	6	74	9	3	10.333333333333334
464	orthogroup_145	6	82	8	3	363.0
464	orthogroup_1453	10	847	8	3	11314.333333333334
